author,mbti,introverted,intuitive,thinking,perceiving,gender,age,enneagram,country,state,type,agreeableness,openness,conscientiousness,extraversion,neuroticism,is_description,is_percentile,is_score,contains_details,num_comments,en_comments,en_comments_percentage,region,continent,country_code,enneagram_type,enneagram_wing,is_native_english_country,predicted_test,test_name,test_scale,16pers_ta,test_result_type,is_female,is_female_pred,is_female_proba
bertweaze,,,,,,,24.0,,canada,,percentiles,2.0,98.0,0.0,96.0,64.0,,1,,1.0,3094,2904,93.85908209,,north america,ca,,,1.0,0.0,understand myself,percentiles,,percentiles,,0,0.02369023659638109
betterwaystodie813,,,,,,,,,,,percentiles,88.0,30.0,63.0,4.0,86.0,,,1.0,1.0,114,107,93.85964912,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.12024880759626247
bird_up,entj,0.0,1.0,1.0,0.0,,,,,,percentiles,1.0,49.5,52.5,66.5,43.0,,1,,1.0,99,96,96.96969697,,,,,,,0.0,ipip120,percentiles,,percentiles,,1,0.9148438271786488
bjilly,,,,,,,,,,,scores,80.0,70.0,60.0,30.0,80.0,,,1.0,0.0,1469,1398,95.16678012,,,,,,,1.0,123test,percentiles,,percentiles,,0,0.01074884695379098
blank_zilla,,,,,,,,,,,percentiles,32.0,69.0,52.0,53.0,67.0,,1,,1.0,346,331,95.66473988,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.14332375990074014
blinfy,,,,,,f,34.0,,,,percentiles,57.0,64.0,45.0,2.0,11.0,,1,,1.0,184,180,97.82608696,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.8847473091831595
blushdot,,,,,,,,,,,percentiles,39.0,90.0,69.0,20.0,26.0,,1,,1.0,350,350,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,1,0.621170693479394
bnzss,,,,,,,,,,,percentiles,61.0,53.0,18.0,44.0,42.0,,,1.0,1.0,6627,5925,89.40697148,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.01296707286013955
bodyguard94,,,,,,m,,,,,percentiles,87.0,80.0,59.0,80.0,31.0,,1,,1.0,10,10,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.18113622406114627
bonkrood,,,,,,f,36.0,,,,scores,50.0,71.0,60.0,62.0,42.0,,,1.0,0.0,11487,11028,96.00417864,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.8770263726508124
boombotser,,,,,,m,17.0,,us,michigan,percentiles,28.0,91.0,32.0,17.0,6.0,,1,,,15179,13676,90.09816193,mw,north america,us,,,1.0,0.0,personality assessor,percentiles,,percentiles,0.0,0,0.03687751209154854
borgesvpm,,,,,,,,,,,percentiles,57.0,80.0,88.0,3.0,90.0,,1,,1.0,22,22,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3722723416891773
boyyyiee,,,,,,m,18.0,,,,percentiles,0.0,49.0,35.0,95.0,29.0,,1,,1.0,31,30,96.77419355,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.47882555273050204
bradbrawn,,,,,,,,,,,percentiles,95.0,7.0,90.0,14.0,6.0,,1,,,2,2,100.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.4102786120801574
brett_tennyson,,,,,,,33.0,,,,percentiles,13.0,41.0,7.0,9.0,84.0,,1,,1.0,364,351,96.42857143,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.06540079780725025
britboy3456,,,,,,,,,,,percentiles,22.0,5.0,57.0,47.0,17.0,,,1.0,1.0,3584,2929,81.72433036,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.053292988168315916
brown_business,,,,,,,,,,,description,50.0,85.0,50.0,85.0,15.0,1.0,,,,269,258,95.91078067,,,,,,,1.0,qualtrics,percentiles,,description,,0,0.04223900757562404
buckarina,,,,,,f,,,,,percentiles,13.0,89.0,23.0,40.0,84.0,,1,,1.0,58,55,94.82758621,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.5907947091059871
buffalochickenwings,,,,,,f,,,,,description,30.0,50.0,50.0,30.0,70.0,1.0,,,,1281,1266,98.82903981,,,,,,,1.0,qualtrics,percentiles,,description,1.0,1,0.9888525805547052
bwicesoldier,infx,1.0,1.0,0.0,,m,24.0,,,,percentiles,88.0,72.0,53.0,4.0,48.0,,,1.0,1.0,1307,1300,99.46442234,,,,,,,0.0,ipip300,percentiles,,percentiles,0.0,0,0.03686952279015983
byukid_,,,,,,,,,,,percentiles,17.0,90.0,20.0,96.0,88.0,,1,,,5746,5339,92.91681170000001,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.1169290569844599
c43ppy,,,,,,,,,,,percentiles,93.0,80.0,31.0,31.0,5.0,,,1.0,1.0,13,12,92.30769231,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.6524952680234053
cenease,,,,,,,23.0,,,,description,30.0,70.0,95.0,5.0,95.0,1.0,,,,640,628,98.125,,,,,,,0.0,outofservice,percentiles,,description,,1,0.9194277217778322
ch0whound,infp,1.0,1.0,0.0,1.0,f,22.0,,,,percentiles,43.0,68.0,7.0,60.0,93.0,,1,,1.0,963,933,96.88473520000001,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.9719143599085964
chakke_ooch,,,,,,m,26.0,,us,,percentiles,1.0,28.0,62.0,33.0,46.0,,,1.0,1.0,5827,5551,95.26342887,,north america,us,,,1.0,0.0,ipip300,percentiles,,percentiles,0.0,0,0.3880265154527848
chancehappeneth,intj,1.0,1.0,1.0,0.0,,,,,,percentiles,9.0,32.0,95.0,8.0,80.0,,,1.0,0.0,1025,1020,99.51219512,,,,,,,0.0,ipip120,percentiles,,percentiles,,1,0.8763805044484092
chantingpolynesian,,,,,,,,,,,percentiles,85.0,88.0,,84.0,51.0,1.0,,,,310,267,86.12903226,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.34165142589334424
chaosdiver,,,,,,,,,,,description,15.0,15.0,5.0,5.0,95.0,1.0,,,1.0,19,18,94.73684211,,,,,,,0.0,understand myself,percentiles,,description,,1,0.6475854882527665
chinookk,enfp,0.0,1.0,0.0,1.0,,24.0,,,,percentiles,50.0,69.0,31.0,52.0,31.0,,,1.0,0.0,5686,4652,81.81498417,,,,,,,1.0,ipip120,percentiles,,percentiles,,0,0.2189714994338424
chopperhead2011,,,,,,m,25.0,,,,scores,61.0,71.0,17.0,82.0,97.0,,,1.0,1.0,2753,2565,93.17108609,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.13078875941671889
chr1531n3,entp,0.0,1.0,1.0,1.0,f,,,,,percentiles,1.0,79.0,1.0,98.0,1.0,,,1.0,1.0,19,17,89.47368421,,,,,,,0.0,ipip300,percentiles,,percentiles,1.0,1,0.7107896646909679
christinaf25,,,,,,,,,,,scores,20.0,80.0,50.0,30.0,40.0,,,1.0,0.0,3018,2983,98.84029158,,,,,,,1.0,123test,percentiles,,percentiles,,1,0.972790749284869
cklampe,,,,,,,,,,,percentiles,87.0,37.0,28.0,0.0,76.0,,,1.0,1.0,2,2,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3795018851113394
classicalmusicfan,,,,,,f,,,,,percentiles,6.0,78.0,90.0,60.0,88.0,,,1.0,1.0,518,498,96.13899614,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.6120759792318737
classykindasassy,,,,,,f,33.0,,,,scores,73.0,73.0,56.0,58.0,35.0,,,1.0,0.0,3964,3700,93.34006054,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.9869928252205225
cleaning_my_room,,,,,,,,,,,percentiles,73.0,87.0,63.0,82.0,84.0,,,1.0,0.0,22,21,95.45454545,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.4993053407924784
cloeycallahan,,,,,,,,,,,description,50.0,15.0,15.0,85.0,50.0,1.0,,,,28,28,100.0,,,,,,,1.0,ipip120,percentiles,,description,,1,0.5303444474549983
clouded0coffee,,,,,,,,,,,description,50.0,50.0,50.0,85.0,15.0,1.0,,,,95,95,100.0,,,,,,,1.0,qualtrics,percentiles,,description,,1,0.948324229811408
cnst,,,,,,,24.0,,,,percentiles,6.0,93.0,74.0,48.0,5.0,,,1.0,0.0,479,450,93.94572025,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.04218924131016925
collegemathchef,,,,,,,27.0,,us,california,percentiles,57.0,95.0,87.0,94.0,10.0,,1,,1.0,10104,9467,93.69556611,w,north america,us,,,1.0,0.0,understand myself,percentiles,,percentiles,,0,0.05890384401168554
colossalteuthid,,,,,,,,,,,percentiles,70.0,99.0,1.0,95.0,50.0,,,1.0,1.0,2216,1872,84.4765343,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.040732070340914216
communistkiro,,,,,,,,,,,percentiles,12.0,15.0,88.0,4.0,52.0,,,1.0,0.0,80,76,95.0,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.033708953161166934
conspiracygirl2,,,,,,f,,,,,percentiles,23.0,78.0,20.0,34.0,1.0,,1,,1.0,4,4,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,0,0.4238114084091336
copper1106,intp,1.0,1.0,1.0,1.0,,23.0,,brazil,,percentiles,3.0,94.0,0.0,28.0,84.0,,,1.0,1.0,234,224,95.72649573,,south america,br,,,0.0,0.0,understand myself,percentiles,,percentiles,,0,0.039078624967270464
crom-dubh,,,,,,m,38.0,,,,scores,70.0,65.0,61.0,14.0,80.0,,,1.0,1.0,4354,4255,97.72622876,,,,,,,1.0,ipip300,percentiles,,percentiles,0.0,0,0.023275703950045454
cydneywithac,,,,,,f,,,,,percentiles,50.0,46.0,48.0,76.0,43.0,,,1.0,1.0,980,929,94.79591837,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.9301785096992838
cypherfied,infj,1.0,1.0,0.0,0.0,,,,,,percentiles,47.0,80.0,17.0,14.0,85.0,,1,,,49,49,100.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.8808864251738064
dani55555,,,,,,,,,,,percentiles,13.0,1.0,5.0,1.0,99.0,,1,,1.0,15,9,60.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.36000811009402744
dank4tao,entp,0.0,1.0,1.0,1.0,m,27.0,,,,percentiles,17.0,89.0,7.0,80.0,39.0,,1,,,4684,4480,95.64474808,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.002089676645978335
dankthewank,,,,,,,,,,,percentiles,6.0,13.0,79.0,14.0,85.0,,1,,,822,790,96.10705596,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.9048855610685606
dante76,intj,1.0,1.0,1.0,0.0,,,,,,description,50.0,95.0,85.0,85.0,15.0,1.0,,,,1503,1471,97.87092482,,,,,,,0.0,outofservice,percentiles,,description,,0,0.028213703610523132
dapd4p,,,,,,,,,,,scores,70.0,77.5,27.5,50.0,55.0,,,1.0,0.0,93,86,92.47311828,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.4359619291825357
dariddler,,,,,,,,,,,percentiles,0.0,41.0,52.0,12.0,49.0,,,1.0,0.0,246,241,97.96747967,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.2354787730219867
dbabbitt,,,,,,,55.0,,,,description,5.0,50.0,30.0,85.0,15.0,1.0,,,,1796,1768,98.44097996,,,,,,,1.0,understand myself,percentiles,,description,,0,0.012124098484148894
dc_1984,,,,,,m,32.0,,,,percentiles,26.0,87.0,69.0,50.0,82.0,,1,,1.0,420,404,96.19047619,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.14818816043166816
demoran,,,,,,,,,us,ohio,description,50.0,50.0,50.0,15.0,15.0,1.0,,,,2886,2746,95.14899515,mw,north america,us,,,1.0,0.0,qualtrics,percentiles,,description,,0,0.02636569842746596
depressednymetsfan,,,,,,,,,,,percentiles,8.0,2.0,98.0,6.0,61.0,,1,,,223,223,100.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.05166379390870831
desktopinsomniac,,,,,,,,,,,scores,83.0,67.0,67.0,48.0,71.0,,,1.0,0.0,299,283,94.64882943,,,,,,,1.0,ipip120,percentiles,,percentiles,,1,0.943319017243588
deviantmoomba,,,,,,f,27.0,,,,percentiles,88.0,80.0,41.0,82.0,91.0,,1,,1.0,2175,2091,96.13793103,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,0,0.3605572866248773
diceroll123,,,,,,,23.0,,us,virginia,description,85.0,50.0,50.0,50.0,15.0,1.0,,,,16059,14697,91.51877452,se,north america,us,,,1.0,1.0,understand myself,percentiles,,description,,0,0.1854317473549733
diet_dr_kelp,,,,,,,,,,,percentiles,90.0,94.0,78.0,4.0,39.0,,1,,1.0,2798,2684,95.92566119,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.05835748202891211
dimitrym,,,,,,,,,,,percentiles,39.0,45.0,66.0,69.0,80.0,,1,,1.0,167,30,17.96407186,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.13374438251493087
dingbat21,,,,,,,,,,,percentiles,31.0,86.0,31.0,32.0,15.0,,,1.0,0.0,2092,2083,99.56978967,,,,,,,0.0,ipip300,percentiles,,percentiles,,0,0.0508150005993862
dirtychopsticks,esfj,0.0,0.0,0.0,0.0,t,,,,,scores,5.0,30.0,59.0,14.0,86.0,,,1.0,1.0,21,21,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.4926069098353278
djoldman,,,,,,,,,,,percentiles,1.0,65.0,94.0,7.0,1.0,,,1.0,0.0,85,83,97.64705882,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.009353802127916538
dm212_,,,,,,,,,,,percentiles,0.0,49.0,7.0,50.0,56.0,,1,,1.0,2,2,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.35290121851926104
dndnerd42,intj,1.0,1.0,1.0,0.0,m,27.0,,,,percentiles,14.0,75.0,98.0,1.0,82.0,,1,,,1398,1389,99.35622318,,,,,,,0.0,personality assessor,percentiles,,percentiles,0.0,0,0.19279507634498852
doctorbull,,,,,,,,,,,percentiles,98.0,99.0,5.0,4.0,96.0,,,1.0,1.0,678,661,97.49262537,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.21717525710326055
downsouth,,,,,,,,,,,percentiles,57.0,20.0,74.0,18.0,55.0,,1,,,152,146,96.05263158,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.2869738384827429
drtreadwater,,,,,,m,28.0,,australia,,percentiles,0.0,57.0,13.0,18.0,3.0,,,1.0,1.0,2697,2637,97.7753059,,oceania,au,,,1.0,0.0,understand myself,percentiles,,percentiles,0.0,0,0.008035781636570288
dum_dum_boy,,,,,,m,27.0,,,,scores,3.0,91.0,0.0,7.0,84.0,,,1.0,0.0,166,160,96.38554217,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.0387445078679836
eZelta,intj,1.0,1.0,1.0,0.0,f,20.0,,,,percentiles,14.0,50.0,49.0,1.0,29.0,,,1.0,1.0,107,101,94.39252336,,,,,,,0.0,ipip300,percentiles,,percentiles,1.0,0,0.4840611816302998
eclecticnovice,,,,,,f,21.0,,,,scores,33.0,73.0,1.0,18.0,1.0,,,1.0,1.0,32,30,93.75,,,,,,,1.0,ipip300,percentiles,,percentiles,1.0,1,0.6034821920681572
eddiesoupspoon,,,,,,,,,,,percentiles,80.0,84.0,15.0,88.0,90.0,,1,,1.0,45,42,93.33333333,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.08390716266417468
egj21,,,,,,,,,,,percentiles,29.0,91.0,25.0,72.0,53.0,,1,,1.0,4,3,75.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.5742142345818652
eileensariot,,,,,,f,30.0,,,,percentiles,4.0,43.0,83.0,8.0,61.0,,1,,,13567,12159,89.62187661,,,,,,,0.0,personality assessor,percentiles,,percentiles,1.0,1,0.9895878130915474
el_mundo_es_tuyo,,,,,,,,,,,scores,18.0,48.0,83.0,65.0,20.0,,,1.0,0.0,16,16,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.36822282460059497
elusivite,enfp,0.0,1.0,0.0,1.0,,22.0,,,,description,50.0,85.0,15.0,50.0,15.0,1.0,,,,236,223,94.49152542,,,,,,,1.0,qualtrics,percentiles,,description,,1,0.8945215364895321
elvesarecool,,,,,,,,,,,percentiles,0.0,71.0,4.0,18.0,59.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.5877428728528059
escapist11,intj,1.0,1.0,1.0,0.0,f,28.0,,,,percentiles,3.0,90.0,52.0,9.0,49.0,,,1.0,0.0,11265,10422,92.51664447,,,,,,,0.0,outofservice,percentiles,,percentiles,1.0,1,0.8314817746492085
eternia16,,,,,,,,,netherlands,,description,85.0,85.0,50.0,85.0,15.0,1.0,,,,1244,1031,82.8778135,,europe,nl,,,0.0,1.0,understand myself,percentiles,,description,,0,0.040930467747504924
ethanambrose,inxj,1.0,1.0,,0.0,,17.0,,,,percentiles,68.0,77.0,78.0,43.0,14.0,,,1.0,1.0,441,417,94.55782313,,,,,,,0.0,ipip300,percentiles,,percentiles,,0,0.0758850152688026
ezwip,,,,,,,39.0,,us,,percentiles,11.0,31.0,99.0,11.0,49.0,,1,,,7148,6984,97.70565193,,north america,us,,,1.0,0.0,personality assessor,percentiles,,percentiles,,0,0.015973755040536698
factorum,,,,,,m,24.0,,,,description,85.0,50.0,15.0,70.0,30.0,1.0,1,,1.0,723,712,98.47856155,,,,,,,0.0,understand myself,percentiles,,description,0.0,0,0.1962656116569565
farihahaha16,,,,,,,,,,,description,85.0,50.0,85.0,50.0,50.0,1.0,,,,172,171,99.41860465,,,,,,,1.0,ipip120,percentiles,,description,,1,0.7470624307205179
fhqiwakjlnsd,,,,,,,,,,,description,15.0,15.0,85.0,15.0,85.0,1.0,1,,1.0,12,11,91.66666667,,,,,,,0.0,hexaco,percentiles,,description,,0,0.0202753801651188
fieldhome,,,,,,,,,,,scores,34.0,96.0,3.0,50.0,40.0,,,1.0,0.0,856,835,97.54672897,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.016795887661738097
firthspaceman,,,,,,,,,,,percentiles,43.0,96.0,52.0,28.0,53.0,,1,,1.0,27,25,92.59259259,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.03820453479155466
fluoroamine,entj,0.0,1.0,1.0,0.0,m,,8w7,latvia,,percentiles,0.0,98.0,94.0,72.0,69.0,,1,,1.0,6486,6034,93.031144,,europe,lv,8.0,7.0,0.0,0.0,understand myself,percentiles,,percentiles,0.0,0,0.031611370410330825
flutteralt,,,,,,,,,,,percentiles,29.0,49.0,15.0,1.0,2.0,,1,,1.0,17,15,88.23529412,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.02630069638768059
flyflagger,intj,1.0,1.0,1.0,0.0,,,,,,percentiles,73.0,50.0,79.0,21.0,6.0,,1,,,121,111,91.73553719,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.6247188491566242
frane_1987,,,,,,,,,,,percentiles,54.0,53.0,31.0,89.0,67.0,,1,,1.0,6,6,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.4907202180536233
freethinker101,,,,,,,,,,,percentiles,25.0,82.0,1.0,28.0,99.0,,,1.0,0.0,164,142,86.58536585,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.4980775627339235
freshstart31,,,,,,f,31.0,,,,scores,90.0,79.0,60.0,73.0,17.0,,,1.0,0.0,728,709,97.39010989,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.993479372207334
fretspyder,,,,,,,,,,,percentiles,3.0,97.0,49.0,47.0,29.0,,1,,1.0,745,714,95.83892617,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.20745214660119976
fromthepeace,,,,,,,,,,,percentiles,25.0,69.0,69.0,13.0,62.0,,,1.0,0.0,139,121,87.05035971,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.1252808303306985
ftpgshow,infj,1.0,1.0,0.0,0.0,,,,us,,percentiles,57.0,93.0,92.0,22.0,87.0,,,1.0,0.0,65,61,93.84615385,,north america,us,,,1.0,0.0,outofservice,percentiles,,percentiles,,0,0.2868336537585458
fuzzybugs,,,,,,,,,,,percentiles,69.0,41.0,35.0,7.0,43.0,,,1.0,0.0,50,42,84.0,,,,,,,0.0,outofservice,percentiles,,percentiles,,1,0.8505272196444396
fwipojr,infp,1.0,1.0,0.0,1.0,,,,,,percentiles,80.0,91.0,25.0,20.0,48.0,,,1.0,0.0,526,458,87.07224335,,,,,,,0.0,ipip300,percentiles,,percentiles,,1,0.7153600974711164
g4henderson,intp,1.0,1.0,1.0,1.0,m,22.0,,,,percentiles,14.0,70.0,10.0,11.0,8.0,,1,,,1240,1172,94.51612903,,,,,,,1.0,outofservice,percentiles,,percentiles,0.0,0,0.0724578909613439
garglemyload,,,,,,,,,,,scores,60.0,83.0,85.0,58.0,40.0,,,1.0,0.0,4301,4127,95.9544292,,,,,,,1.0,ipip120,percentiles,,percentiles,,0,0.020990617077329923
gentlemanliness1,,,,,,,,,,,percentiles,87.0,57.0,75.0,72.0,13.0,,1,,1.0,269,254,94.42379182,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.07953190117214996
gerudothiief,,,,,,,,,,,percentiles,77.0,50.0,56.0,19.0,22.0,,,1.0,1.0,4,4,100.0,,,,,,,0.0,ipip300,percentiles,,percentiles,,1,0.6128126575155289
gettingawayfromthesp,,,,,,,,,,,percentiles,64.0,77.0,49.0,42.0,76.0,,,1.0,0.0,1065,998,93.70892019,,,,,,,0.0,ipip300,percentiles,,percentiles,,0,0.06461647021799967
ghaering,,,,,,m,40.0,,,,scores,90.0,45.0,49.0,10.0,10.0,,,1.0,1.0,159,158,99.37106918,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.0068012103601434925
glasapplet,infj,1.0,1.0,0.0,0.0,,,5w4,,,percentiles,27.0,96.0,92.0,5.0,66.0,,,1.0,0.0,164,162,98.7804878,,,,5.0,4.0,,0.0,outofservice,percentiles,,percentiles,,0,0.3332184735697679
gnoppa,,,,,,,,,,,scores,11.0,96.0,59.0,77.0,9.0,,,1.0,1.0,151,149,98.67549669,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.3063445048030293
goddamnhivemind,,,,,,,27.0,,,,percentiles,17.0,59.0,46.0,5.0,32.0,,1,,,2362,2185,92.50635055,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.4051449644805196
goodjason89,,,,,,m,27.0,,us,north carolina,percentiles,26.0,45.0,85.0,96.0,29.0,,1,,1.0,825,793,96.12121212,se,north america,us,,,1.0,1.0,understand myself,percentiles,,percentiles,0.0,0,0.29498654416024045
goodusername,,,,,,,,,,,percentiles,10.0,10.0,74.0,37.0,76.0,,1,,,804,778,96.76616915,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.2523389237605237
googolplexbyte,,,,,,,23.0,,,,scores,83.0,5.0,63.0,30.0,44.0,,,1.0,1.0,16271,15912,97.79362055,,,,,,,1.0,ipip120,percentiles,,percentiles,,0,0.0074331792184886844
goyo_goyo,,,,,,,,,,,percentiles,16.0,40.0,2.0,40.0,97.0,,,1.0,0.0,259,247,95.36679537,,,,,,,0.0,ipip120,percentiles,,percentiles,,1,0.5680899706307515
guynumberjuan,,,,,,m,28.0,,,,percentiles,0.0,41.0,96.0,66.0,29.0,,,1.0,1.0,211,202,95.73459716,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.03368859324010064
haggardjesus,,,,,,,,,,,percentiles,0.0,13.0,56.0,25.0,34.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4004532239061553
happygolily8,,,,,,f,18.0,,,,description,95.0,15.0,85.0,50.0,85.0,1.0,,,1.0,504,485,96.23015873,,,,,,,0.0,hexaco,percentiles,,description,1.0,1,0.977393722527134
heart2start,,,,,,,,,,,percentiles,24.0,91.0,0.0,94.0,36.0,,,1.0,1.0,49,48,97.95918367,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.6078328402491717
heisgone,intj,1.0,1.0,1.0,0.0,,39.0,,canada,quebec,percentiles,39.0,89.0,1.0,22.0,61.0,,1,,1.0,17980,17693,98.40378198,ce,north america,ca,,,1.0,1.0,understand myself,percentiles,,percentiles,,0,0.013711351658771794
heliotach712,intp,1.0,1.0,1.0,1.0,m,25.0,,ireland,,percentiles,38.0,86.0,10.0,3.0,69.0,,,1.0,1.0,19778,19342,97.79553039,,europe,ie,,,1.0,0.0,ipip300,percentiles,,percentiles,0.0,0,0.04243322089139945
hellosayonara,,,,,,,,,,,percentiles,43.0,80.0,25.0,48.0,90.0,,,1.0,0.0,202,188,93.06930693,,,,,,,0.0,ipip300,percentiles,,percentiles,,1,0.9917316800959428
heloxcall,,,,,,,,,,,percentiles,4.0,1.0,1.0,20.0,99.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3593449738578673
herrng,infp,1.0,1.0,0.0,1.0,,,,,,percentiles,48.0,73.0,10.0,30.0,78.0,,,1.0,0.0,233,228,97.85407725,,,,,,,0.0,ipip300,percentiles,,percentiles,,1,0.9541543976824064
hhhheppy,infp,1.0,1.0,0.0,1.0,m,23.0,,,,percentiles,71.0,53.0,17.0,3.0,31.0,,1,,1.0,3081,2880,93.47614411,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.29179188373225984
hisashino,,,,,,,,,,,scores,1.0,58.0,24.0,1.0,96.0,,,1.0,0.0,63,50,79.36507937,,,,,,,1.0,ipip120,percentiles,,percentiles,,1,0.9389819125871844
hoodoowoodoo,,,,,,m,25.0,,,,description,85.0,85.0,5.0,50.0,70.0,1.0,,,,213,212,99.53051643,,,,,,,1.0,understand myself,percentiles,,description,0.0,1,0.5171592097365265
i_have_a_gub,,,,,,,31.0,,,,percentiles,43.0,75.0,68.0,1.0,82.0,,1,,1.0,757,732,96.69749009,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.16012058504123808
iamclaus,istj,1.0,0.0,1.0,0.0,,,,,,percentiles,34.0,50.0,51.0,8.0,26.0,,1,,,1351,1323,97.92746114,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.0038466612351434047
iamnotthepita,enfp,0.0,1.0,0.0,1.0,,,,,,percentiles,51.5,73.0,37.5,56.0,57.5,,,1.0,1.0,22,22,100.0,,,,,,,0.0,ipip120,percentiles,,percentiles,,1,0.7985513123110056
ienfj,,,,,,,,,,,percentiles,50.0,47.0,58.0,22.0,93.0,,,1.0,0.0,86,85,98.8372093,,,,,,,0.0,outofservice,percentiles,,percentiles,,1,0.9017390904186982
igivefreetickles,entp,0.0,1.0,1.0,1.0,m,39.0,,,,scores,53.0,90.0,35.0,83.0,50.0,,,1.0,0.0,2649,2460,92.86523216,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.29611546099518504
ijorthegreat,,,,,,m,20.0,,,,percentiles,99.0,87.0,78.0,83.0,48.0,,,1.0,0.0,664,609,91.71686747,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.03850741536879253
immortaldiamond,,,,,,,,,,,percentiles,95.0,90.0,87.0,3.0,95.0,,1,,,166,149,89.75903614,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.8670853324711303
incinerateforests,,,,,,,,,,,percentiles,22.0,70.0,64.0,31.0,1.0,,,1.0,0.0,189,172,91.00529101,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.0219375574201598
